trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
189.0,10.0,0,1,1,13.8,1,0,48.0,2.700000000000001,0,1
267.0,42.52,0,1,1,13.5,1,0,50.0,2.4000000000000004,0,1
117.0,19.0,0,1,1,13.7,1,0,67.0,2.6,0,1
242.0,45.4,1,0,1,13.3,0,0,45.4,2.200000000000001,1,1
91.0,13.1,1,0,1,12.7,0,0,33.6,1.5999999999999996,1,1
107.0,21.5,1,0,1,13.7,0,0,37.5,2.6,1,1
123.0,23.3,1,0,1,12.2,0,0,40.3,1.0999999999999996,1,1
113.0,15.2,1,0,1,12.1,0,0,36.6,1.0,1,1
109.0,16.5,1,0,1,12.6,0,0,35.4,1.5,1,1
124.0,26.3,1,0,1,18.0,0,0,47.9,6.9,1,1
184.0,31.0,1,0,1,13.6,0,0,41.0,2.5,1,1
64.0,29.5,1,0,1,15.6,0,0,44.4,4.5,1,1
48.0,43.5,1,0,1,17.1,0,0,47.6,6.000000000000002,1,2
102.0,23.1,1,0,1,17.2,0,0,38.3,6.1,1,2
141.0,32.0,1,0,1,18.2,0,0,44.9,7.1,1,2
150.0,31.1,1,0,1,16.8,0,0,44.0,5.700000000000001,1,2
81.0,23.8,1,0,1,20.0,0,0,35.4,8.9,1,2
104.0,18.5,1,0,1,15.3,0,0,57.3,4.200000000000001,1,2
155.0,28.9,1,0,1,15.3,0,0,35.0,4.200000000000001,1,1
206.0,31.2,1,0,1,13.2,0,0,35.0,2.1,1,1
99.0,17.5,1,1,1,14.1,0,0,36.5,3.0,1,1
210.0,36.7,1,1,1,16.3,0,0,44.6,5.200000000000001,1,1
210.0,33.9,1,1,1,15.9,0,0,45.3,4.800000000000001,1,1
230.0,31.8,1,1,1,14.0,0,0,66.0,2.9000000000000004,1,1
124.0,24.9,1,1,1,18.5,0,0,55.4,7.4,1,1
133.0,26.4,1,0,1,16.9,0,0,45.0,5.799999999999999,1,1
186.0,27.3,1,0,1,13.0,0,0,43.0,1.9000000000000004,1,1
120.0,21.3,1,0,1,12.7,0,0,35.0,1.5999999999999996,1,1
194.0,30.8,1,0,1,13.8,0,0,39.0,2.700000000000001,1,1
47.0,7.7,1,0,1,11.5,0,0,35.9,0.4000000000000003,1,1
180.0,27.7,1,0,1,13.6,0,0,41.0,2.5,1,1
148.0,24.2,1,0,1,12.9,0,0,35.8,1.8000000000000007,1,1
386.0,38.3,1,1,1,16.4,1,0,63.3,5.299999999999999,1,1
128.0,20.9,1,0,1,12.3,0,0,35.8,1.200000000000001,1,1
136.0,17.9,1,0,1,13.5,0,0,38.3,2.4000000000000004,1,1
111.0,15.6,1,0,1,13.3,0,0,43.5,2.200000000000001,1,1
101.0,19.8,1,0,1,15.1,0,0,46.3,4.0,1,1
75.0,14.1,1,0,1,12.0,0,0,30.9,0.9000000000000004,1,1
200.0,32.7,1,0,1,14.2,0,0,37.0,3.1,1,1
112.0,18.7,1,0,1,15.7,0,0,51.4,4.6,1,1
109.0,17.2,1,0,1,14.7,0,0,50.0,3.6,1,1
215.0,27.6,1,0,1,12.3,0,0,42.1,1.200000000000001,1,1
255.0,18.0,1,0,1,13.5,0,0,42.8,2.4000000000000004,1,1
127.0,19.7,1,0,1,13.9,0,0,50.1,2.8000000000000007,1,1
148.0,21.3,1,0,1,14.5,0,0,53.9,3.4000000000000004,1,1
146.0,40.6,1,0,1,14.9,0,0,42.0,3.8000000000000007,1,1
60.0,14.7,1,0,1,20.8,0,0,31.0,9.7,1,1
99.0,35.4,1,0,1,13.4,0,0,38.4,2.3000000000000007,1,1
105.0,16.6,1,0,1,14.3,0,0,41.4,3.200000000000001,1,1
136.0,27.6,1,1,1,18.7,0,0,76.4,7.6,1,1
215.0,69.0,1,1,1,17.0,0,0,57.9,5.9,1,1
63.0,25.8,1,1,1,14.0,0,0,45.0,2.9000000000000004,1,1
106.0,17.3,1,0,1,14.3,0,0,40.0,3.200000000000001,1,1
71.0,16.4,1,0,1,15.9,0,0,29.1,4.800000000000001,1,1
115.0,20.2,1,0,1,15.8,0,0,51.5,4.700000000000001,1,1
144.0,28.8,1,0,1,15.8,0,0,36.0,4.700000000000001,1,2
123.0,21.4,1,0,1,16.3,0,0,44.0,5.200000000000001,1,2
153.0,37.1,1,0,1,19.1,0,0,35.3,8.000000000000002,1,2
117.0,24.8,1,1,1,18.5,0,0,57.4,7.4,1,2
117.0,24.8,1,1,1,18.5,0,0,57.4,7.4,1,2
109.0,70.0,1,1,1,16.6,0,0,71.0,5.500000000000002,1,2
125.0,53.6,1,1,1,17.3,0,0,75.0,6.200000000000001,1,2
272.0,31.0,1,1,1,17.1,0,0,65.0,6.000000000000002,1,2
125.0,45.1,1,0,1,16.1,0,0,48.9,5.000000000000002,1,2
92.0,18.7,1,0,1,15.0,0,0,40.0,3.9,1,2
101.0,17.4,1,1,1,19.4,0,0,56.0,8.299999999999999,1,2
89.0,35.0,1,0,1,19.3,0,0,34.0,8.200000000000001,1,2
93.0,24.1,1,0,1,20.5,0,0,29.3,9.4,1,2
169.0,37.5,1,0,1,19.5,0,0,42.0,8.4,1,2
102.0,27.0,1,0,1,20.4,0,0,37.4,9.3,1,2
27.0,39.7,1,0,1,17.1,0,0,45.0,6.000000000000002,1,2
75.0,19.3,1,0,1,20.6,0,0,75.2,9.500000000000002,1,2
132.0,50.6,1,1,1,17.8,0,0,59.8,6.700000000000001,1,1
116.0,13.8,1,0,1,13.0,0,0,52.0,1.9000000000000004,1,1
112.0,14.5,1,0,1,14.2,0,0,38.0,3.1,1,1
115.0,15.0,1,0,1,16.1,0,0,36.8,5.000000000000002,1,1
237.0,25.2,1,0,1,12.9,0,0,39.8,1.8000000000000007,1,1
198.0,21.7,1,0,1,12.9,0,0,41.3,1.8000000000000007,1,1
15.0,15.8,1,0,1,12.9,0,0,37.8,1.8000000000000007,1,1
129.0,14.1,1,0,1,13.0,1,0,40.0,1.9000000000000004,1,1
157.0,18.4,1,0,1,13.6,1,0,48.3,2.5,1,1
159.0,14.7,1,1,1,14.3,0,0,43.0,3.200000000000001,1,1
89.0,11.2,1,0,1,14.3,0,0,37.0,3.200000000000001,1,1
161.0,19.8,1,0,1,14.2,0,0,47.8,3.1,1,1
205.0,23.9,1,0,1,13.0,0,0,36.0,1.9000000000000004,1,1
161.0,18.7,1,1,1,14.5,1,0,64.63,3.4000000000000004,1,1
169.0,20.0,1,0,1,13.6,0,0,43.0,2.5,1,1
182.0,22.0,1,0,1,12.9,1,0,38.3,1.8000000000000007,1,1
145.0,18.2,1,0,1,14.3,1,0,43.6,3.200000000000001,1,1
184.0,26.7,1,1,1,17.6,1,0,67.6,6.500000000000002,0,1
173.0,28.6,1,1,1,19.6,1,0,76.5,8.500000000000002,0,1
85.0,12.4,1,1,1,16.4,1,0,47.5,5.299999999999999,0,1
176.0,19.3,1,0,1,14.6,1,0,39.4,3.5,1,1
144.0,9.9,1,0,1,14.2,1,0,24.4,3.1,1,1
183.0,16.6,1,0,1,13.5,1,0,41.0,2.4000000000000004,1,1
106.0,11.0,1,0,1,12.9,0,0,46.0,1.8000000000000007,1,1
173.0,26.3,1,1,1,17.6,1,0,71.6,6.500000000000002,1,1
195.0,26.0,1,0,1,12.9,0,0,45.0,1.8000000000000007,1,1
203.0,9.1,1,0,1,12.9,0,0,31.0,1.8000000000000007,1,1
189.0,23.3,1,0,1,14.5,0,0,45.0,3.4000000000000004,1,1
185.0,19.0,1,0,1,14.5,0,0,43.0,3.4000000000000004,1,1
141.0,19.7,1,1,1,16.4,0,0,74.3,5.299999999999999,1,1
145.0,18.2,1,0,1,14.5,0,0,59.0,3.4000000000000004,1,1
177.0,22.3,1,1,1,16.0,0,0,51.9,4.9,1,1
42.0,7.5,1,0,1,15.3,0,0,33.0,4.200000000000001,1,1
142.0,15.4,1,0,1,16.5,0,0,31.9,5.4,1,1
150.0,19.4,1,0,1,13.6,0,0,34.0,2.5,1,1
120.0,15.0,1,0,1,15.5,0,0,35.5,4.4,1,2
109.0,18.2,1,0,1,14.3,0,0,35.0,3.200000000000001,1,2
106.0,13.4,1,0,1,13.4,0,0,46.4,2.3000000000000007,1,2
257.0,16.6,1,0,1,13.4,0,0,46.4,2.3000000000000007,1,2
10.0,13.0,1,0,1,15.4,0,0,48.0,4.300000000000001,1,2
139.0,17.2,1,1,1,15.3,0,0,59.0,4.200000000000001,1,2
69.0,9.1,1,0,1,15.2,0,0,52.0,4.1,1,2
228.0,31.8,1,0,1,16.7,0,0,48.6,5.6,1,2
220.0,38.0,1,0,1,17.27,0,0,39.0,6.17,1,2
117.0,36.0,1,0,1,18.6,0,0,39.1,7.500000000000002,1,2
120.0,23.19,1,0,1,18.8,0,0,36.5,7.700000000000001,1,2
97.0,33.78,1,0,1,16.0,0,0,40.0,4.9,1,2
186.0,6.19,1,0,1,16.0,0,0,50.0,4.9,1,2
155.0,37.34,1,0,1,14.3,0,0,34.0,3.200000000000001,1,2
179.0,22.46,1,0,1,16.7,0,0,50.0,5.6,1,2
70.0,38.9,1,0,1,15.7,0,0,50.0,4.6,1,2
191.0,12.0,1,1,1,16.8,0,0,45.0,5.700000000000001,2,2
177.0,27.0,1,0,0,12.5,0,0,23.5,1.4000000000000004,0,0
175.0,15.0,1,0,0,13.3,1,0,31.8,2.200000000000001,0,0
155.0,20.0,1,0,0,16.8,1,0,48.5,5.700000000000001,0,0
124.0,25.0,1,0,0,13.6,1,0,28.4,2.5,0,0
146.0,28.0,1,0,0,12.9,1,0,24.3,1.8000000000000007,0,0
105.0,23.0,1,0,0,13.0,0,0,24.0,1.9000000000000004,0,0
129.0,15.0,1,0,0,13.7,0,0,28.3,2.6,0,0
26.0,8.0,1,0,0,17.0,0,0,24.5,5.9,0,0
105.0,25.0,1,0,0,20.4,0,0,19.4,9.3,0,0
44.0,13.5,1,0,0,21.8,0,0,20.6,10.7,0,0
102.0,22.8,1,0,0,17.5,0,0,32.8,6.4,0,0
54.0,14.0,1,0,0,20.5,0,0,22.3,9.4,0,0
108.0,24.8,1,0,0,20.6,0,0,27.6,9.500000000000002,0,0
120.0,23.5,1,0,0,19.8,0,0,25.4,8.700000000000001,0,0
151.0,29.0,1,0,0,19.0,0,0,25.4,7.9,0,0
144.0,26.0,1,0,0,16.7,0,0,19.1,5.6,0,0
189.0,29.5,1,0,0,14.3,0,0,23.4,3.200000000000001,0,0
119.0,33.6,1,0,0,14.1,0,0,24.9,3.0,0,0
213.0,28.8,1,0,0,13.1,1,0,27.5,2.0,0,0
244.0,41.2,1,0,0,14.2,1,0,23.9,3.1,0,0
202.0,26.8,1,0,0,15.1,1,0,22.9,4.0,0,0
156.0,40.6,1,0,0,19.6,1,0,25.3,8.500000000000002,0,0
176.0,30.0,1,0,0,16.0,1,0,26.0,4.9,0,0
189.0,38.6,1,0,0,19.9,1,0,25.6,8.799999999999999,0,0
169.0,29.6,1,0,0,19.05,1,0,23.9,7.950000000000001,0,0
209.0,37.6,1,0,0,16.7,1,0,32.4,5.6,0,0
157.0,34.5,1,0,0,18.6,1,0,26.3,7.500000000000002,0,0
52.0,10.8,1,0,0,18.9,1,0,23.1,7.799999999999999,0,0
84.0,26.0,1,0,0,19.3,1,0,23.6,8.200000000000001,0,0
84.0,28.8,1,0,0,21.7,1,0,19.6,10.6,0,0
161.0,14.0,1,1,0,17.2,1,0,22.5,6.1,0,0
226.0,42.7,1,1,0,16.6,1,0,40.1,5.500000000000002,0,0
184.0,35.0,1,1,0,17.4,1,0,25.5,6.299999999999999,0,0
141.0,21.26,0,1,1,13.6,0,0,42.8,2.5,0,1
182.0,32.0,1,1,1,17.6,1,0,61.4,6.500000000000002,0,1
217.0,34.0,1,0,1,15.7,1,0,28.4,4.6,0,1
238.0,35.0,1,0,1,15.1,1,0,37.7,4.0,0,1
238.0,37.0,1,0,1,15.5,1,0,32.6,4.4,0,1
227.0,35.0,1,0,1,15.6,1,0,29.8,4.5,0,1
265.0,42.0,1,0,1,15.9,1,0,33.0,4.800000000000001,0,1
264.0,37.0,1,0,1,14.0,1,0,30.5,2.9000000000000004,0,2
206.0,26.9,1,0,1,16.9,1,0,34.0,5.799999999999999,0,2
175.0,33.0,1,0,1,19.3,1,0,25.0,8.200000000000001,0,2
206.0,35.0,1,0,1,17.0,1,0,24.4,5.9,0,2
160.0,32.0,1,0,1,20.2,1,0,32.2,9.1,0,2
152.0,30.0,1,0,1,20.4,1,0,31.4,9.3,0,2
171.0,30.0,1,0,1,17.8,1,0,36.8,6.700000000000001,0,2
174.0,32.0,1,0,1,18.5,1,0,42.5,7.4,0,2
152.0,27.0,1,0,1,18.3,1,0,50.9,7.200000000000001,0,2
191.0,34.0,1,0,1,17.8,1,0,54.8,6.700000000000001,0,2
159.0,28.0,1,0,1,17.9,1,0,45.5,6.799999999999999,0,2
141.0,24.0,1,0,1,17.2,1,0,36.2,6.1,0,2
191.0,34.0,1,0,1,18.2,1,0,34.8,7.1,0,2
152.0,26.0,1,0,1,17.2,1,0,47.7,6.1,0,2
173.0,31.0,1,0,1,18.2,1,0,37.6,7.1,0,2
148.0,29.0,1,0,1,20.1,1,0,28.1,9.000000000000002,0,2
92.0,18.0,1,0,1,20.4,1,0,20.7,9.3,0,2
194.0,35.0,1,0,1,18.0,1,0,35.6,6.9,0,2
140.0,25.0,1,0,1,18.0,1,0,46.3,6.9,0,2
100.0,21.0,1,0,1,21.1,1,0,33.6,10.000000000000002,0,1
171.0,30.0,1,0,1,17.5,1,0,30.6,6.4,0,1
207.0,32.0,1,0,1,15.6,1,0,35.4,4.5,0,1
184.0,28.0,1,0,1,15.2,1,0,50.6,4.1,0,1
208.0,31.0,1,0,1,15.3,1,0,44.0,4.200000000000001,0,1
204.0,30.0,1,0,1,14.3,1,0,47.6,3.200000000000001,0,1
217.0,33.0,1,0,1,15.3,1,0,46.9,4.200000000000001,0,1
222.0,34.0,1,0,1,15.7,1,0,55.5,4.6,0,1
228.0,33.0,1,0,1,14.6,1,0,59.7,3.5,0,1
246.0,36.0,1,0,1,14.9,1,0,40.5,3.8000000000000007,0,1
212.0,32.0,1,1,1,15.4,1,0,55.0,4.300000000000001,0,1
206.0,28.0,1,0,1,13.7,1,0,51.6,2.6,0,1
193.0,26.0,1,0,1,13.8,1,0,54.6,2.700000000000001,0,1
223.0,29.0,1,0,1,13.4,1,0,46.2,2.3000000000000007,0,1
272.0,36.0,1,0,1,13.5,1,0,49.5,2.4000000000000004,0,1
256.0,36.0,1,0,1,14.0,1,0,51.3,2.9000000000000004,0,1
239.0,37.0,1,0,1,15.5,1,0,37.1,4.4,0,1
244.0,36.0,1,0,1,14.8,1,0,58.4,3.700000000000001,0,1
212.0,32.0,1,0,1,15.1,1,0,52.2,4.0,0,1
243.0,36.0,1,0,1,15.0,1,0,48.0,3.9,0,1
240.0,35.0,1,0,1,14.8,1,0,58.1,3.700000000000001,0,1
228.0,36.0,1,1,1,15.7,1,0,53.4,4.6,0,1
205.0,29.0,1,0,1,14.4,1,0,45.2,3.3000000000000007,0,1
244.0,36.0,1,0,1,14.7,1,0,49.2,3.6,0,1
196.0,30.0,1,0,1,15.7,1,0,64.0,4.6,0,1
244.0,35.0,1,0,1,14.4,1,0,57.7,3.3000000000000007,0,1
232.0,34.0,1,0,1,14.7,1,0,49.5,3.6,0,1
250.0,37.0,1,0,1,14.8,1,0,45.4,3.700000000000001,0,1
252.0,35.0,1,0,1,14.2,1,0,45.8,3.1,0,1
281.0,3.0,1,0,1,14.0,1,0,41.3,2.9000000000000004,0,1
225.0,34.0,1,0,1,15.2,1,0,51.6,4.1,0,2
183.0,27.0,1,0,1,15.2,1,0,57.8,4.1,0,2
208.0,31.0,1,0,1,15.2,1,0,49.1,4.1,0,2
237.0,35.0,1,0,1,15.1,1,0,50.0,4.0,0,2
198.0,33.0,1,0,1,16.6,1,0,49.3,5.500000000000002,0,2
185.0,31.0,1,0,1,16.8,1,0,56.5,5.700000000000001,0,2
154.0,27.0,1,0,1,17.6,1,0,44.2,6.500000000000002,0,2
181.0,34.0,1,0,1,18.8,1,0,56.3,7.700000000000001,0,2
121.0,20.0,1,0,1,16.9,1,0,60.3,5.799999999999999,0,2
157.0,33.0,1,1,1,21.2,1,0,31.4,10.1,0,2
196.0,36.0,1,1,1,18.4,1,0,24.4,7.299999999999999,0,2
216.0,36.0,1,0,1,16.8,1,0,25.2,5.700000000000001,0,1
193.0,36.0,1,0,1,19.0,1,0,32.7,7.9,0,1
219.0,35.5,1,0,1,16.2,1,0,35.0,5.1,0,1
174.0,34.0,1,0,1,19.7,1,0,46.9,8.6,0,1
201.0,33.0,1,0,1,16.5,1,0,34.6,5.4,0,1
244.0,37.0,1,0,1,15.2,1,0,44.4,4.1,0,1
218.0,32.0,1,0,1,14.7,1,0,46.6,3.6,0,1
208.0,32.0,1,0,1,15.4,1,0,45.5,4.300000000000001,0,1
239.0,34.0,1,0,1,14.5,1,0,47.3,3.4000000000000004,0,1
213.0,31.0,1,0,1,14.7,1,0,40.5,3.6,0,1
132.0,26.0,1,1,1,19.7,1,0,67.8,8.6,0,1
4.0,35.0,1,0,1,15.9,1,0,30.4,4.800000000000001,0,1
246.0,37.0,1,0,1,15.2,1,0,25.4,4.1,0,1
223.0,37.0,1,1,1,16.8,1,0,44.0,5.700000000000001,0,1
171.0,27.0,1,0,1,16.0,1,0,45.5,4.9,0,1
170.0,29.0,1,0,1,17.4,1,0,25.3,6.299999999999999,0,1
215.0,34.0,1,0,1,15.9,1,0,27.7,4.800000000000001,0,1
225.0,35.0,1,0,1,15.8,1,0,46.0,4.700000000000001,0,1
213.0,33.0,1,0,1,15.6,1,0,48.2,4.5,0,1
186.0,30.0,1,0,1,16.3,1,0,57.0,5.200000000000001,0,1
204.0,34.0,1,0,1,16.7,1,0,47.1,5.6,0,1
192.0,31.0,1,0,1,16.3,0,0,50.5,5.200000000000001,0,2
192.0,30.0,1,0,1,15.9,0,0,41.6,4.800000000000001,0,2
188.0,30.0,1,0,1,16.3,0,0,57.8,5.200000000000001,0,2
215.0,33.0,1,0,1,15.3,0,0,53.6,4.200000000000001,0,2
171.0,26.0,1,1,1,16.4,0,0,49.9,5.299999999999999,0,2
203.0,33.0,1,0,1,16.2,0,0,49.5,5.1,0,2
134.5,22.0,1,0,1,16.5,0,0,46.0,5.4,0,2
65.0,14.0,1,0,1,12.9,0,0,34.4,1.8000000000000007,0,2
6.701,1.34,1,0,1,15.6,0,0,45.3,4.5,0,2
216.0,31.4,1,0,1,16.1,0,0,62.9,5.000000000000002,0,2
190.0,49.38074723829564,1,0,1,17.7,0,0,51.9,6.6,0,2
174.0,37.9,1,0,1,18.6,0,0,54.4,7.500000000000002,0,2
208.0,35.8,1,0,1,16.1,0,0,55.1,5.000000000000002,0,2
233.0,42.9,1,0,1,15.6,0,0,23.0,4.5,0,2
80.0,33.89,1,1,1,14.2,1,0,49.6,3.1,0,0
236.0,18.45,1,1,1,14.2,1,0,51.0,3.1,0,0
129.0,20.94,1,1,1,13.9,1,0,48.5,2.8000000000000007,1,0
256.0,38.59,1,1,1,14.1,1,0,48.8,3.0,1,0
186.0,42.16,1,1,1,14.5,1,0,53.3,3.4000000000000004,0,0
256.0,24.44,1,1,1,14.4,1,0,51.0,3.3000000000000007,0,0
149.0,27.24,1,1,1,14.8,1,0,46.1,3.700000000000001,0,0
110.0,28.5,0,1,0,14.7,1,0,45.9,3.6,2,0
143.0,14.82,1,1,1,14.6,1,0,45.0,3.5,0,0
260.0,42.2,1,1,1,14.7,1,0,44.1,3.6,2,0
188.0,33.2,1,1,1,14.7,1,0,43.9,3.6,2,0
60.0,20.44,1,1,1,14.8,1,0,42.9,3.700000000000001,0,0
218.0,40.0,0,1,0,16.1,0,0,64.3,5.000000000000002,0,0
95.0,31.1,1,1,1,17.3,0,0,32.4,6.200000000000001,0,0
49.9,7.0,1,1,1,15.4,0,0,37.5,4.300000000000001,0,1
51.6,7.0,1,0,1,14.1,0,0,36.0,3.0,0,1
57.3,8.0,1,0,1,14.4,0,0,33.5,3.3000000000000007,0,1
154.5,26.0,1,0,1,17.2,0,0,51.0,6.1,0,1
93.6,15.0,1,1,1,16.2,0,0,46.5,5.1,0,1
57.9,9.0,1,1,1,16.8,0,0,38.5,5.700000000000001,0,2
115.2,19.0,1,1,1,16.6,0,0,51.5,5.500000000000002,0,2
64.0,12.29,1,1,0,19.2,0,0,39.0,8.1,1,2
128.3,22.0,1,1,1,17.7,1,0,44.8,6.6,0,0
74.3,12.0,1,0,1,17.3,0,0,36.1,6.200000000000001,2,2
137.6,23.0,1,1,1,17.1,1,0,47.1,6.000000000000002,0,1
52.6,8.0,1,1,1,15.4,1,0,34.0,4.300000000000001,0,1
201.0,42.5,0,1,0,19.1,1,0,81.1,8.000000000000002,2,0
79.0,25.6,0,1,1,18.4,1,0,77.6,7.299999999999999,2,0
75.0,10.33,0,1,1,18.0,1,0,49.9,6.9,2,0
200.0,36.4,0,1,1,17.0,1,0,52.5,5.9,2,0
204.0,41.9,0,1,1,18.2,1,0,69.6,7.1,2,0
186.0,19.88,0,1,1,17.1,1,0,75.4,6.000000000000002,2,0
235.0,39.2,0,1,1,16.6,1,0,61.9,5.500000000000002,2,0
30.0,4.4,0,1,1,16.0,1,0,55.0,4.9,0,0
226.0,39.2,1,1,1,14.7,1,0,41.6,3.6,0,0
63.0,43.7,1,1,1,14.4,1,0,50.4,3.3000000000000007,0,0
211.0,41.7,1,0,1,15.4,1,0,40.0,4.300000000000001,0,0
281.0,38.3,1,0,1,14.4,1,0,33.6,3.3000000000000007,0,0
97.0,37.0,1,0,1,17.5,1,0,36.8,6.4,0,0
179.0,31.8,0,1,1,20.4,1,0,79.4,9.3,0,0
141.0,22.2,1,1,1,18.3,1,0,41.8,7.200000000000001,0,0
21.0,27.6,1,0,0,16.9,1,0,38.0,5.799999999999999,0,0
152.0,19.4,1,1,1,19.5,1,0,58.0,8.4,0,0
46.0,43.9,1,0,1,17.4,1,0,41.5,6.299999999999999,0,0
160.0,23.1,1,0,1,17.1,1,0,30.1,6.000000000000002,0,0
40.0,9.08,0,1,1,15.3,1,0,63.5,4.200000000000001,0,0
88.0,15.98,1,0,1,19.9,1,0,38.3,8.799999999999999,0,0
250.0,43.4,1,1,1,20.0,0,0,74.1,8.9,0,1
229.0,36.3,0,0,0,13.3,0,0,49.6,2.200000000000001,0,1
387.0,44.5,0,0,0,13.3,0,0,47.9,2.200000000000001,0,1
245.0,21.7,0,0,0,13.6,0,0,50.6,2.5,0,1
154.4,18.0,0,0,0,11.8,0,0,30.5,0.7000000000000011,0,1
148.0,16.6,0,0,1,12.9,0,0,49.3,1.8000000000000007,1,0
251.0,30.3,0,0,1,13.0,0,0,53.6,1.9000000000000004,1,0
256.0,28.8,0,0,1,12.9,0,0,44.3,1.8000000000000007,1,0
435.0,48.3,0,0,1,12.9,0,0,49.0,1.8000000000000007,1,0
170.0,18.8,0,0,1,12.9,0,0,44.6,1.8000000000000007,1,0
205.0,23.2,0,0,1,12.9,0,0,45.0,1.8000000000000007,1,0
292.0,31.8,0,0,1,12.9,0,0,44.1,1.8000000000000007,1,0
360.0,40.8,0,0,1,12.9,0,0,49.1,1.8000000000000007,1,0
172.0,22.95,0,0,1,12.9,0,0,49.0,1.8000000000000007,1,0
245.0,26.0,0,0,1,12.9,0,0,49.3,1.8000000000000007,1,0
316.0,36.3,0,0,1,12.9,0,0,50.0,1.8000000000000007,1,0
235.0,28.2,0,0,1,12.9,0,0,50.9,1.8000000000000007,1,0
184.0,22.5,0,0,1,13.0,0,0,49.3,1.9000000000000004,1,0
326.0,39.2,0,0,1,13.1,0,0,45.6,2.0,1,0
391.0,47.4,0,0,1,12.9,0,0,47.0,1.8000000000000007,1,0
182.0,22.7,0,0,1,13.3,0,0,49.6,2.200000000000001,1,0
345.0,45.3,0,0,1,14.8,0,0,58.0,3.700000000000001,1,0
259.0,33.6,0,0,1,14.7,0,0,48.8,3.6,1,0
94.0,11.7,0,0,1,13.2,0,0,45.9,2.1,1,0
256.0,43.16,0,0,1,14.8,0,0,48.0,3.700000000000001,1,0
320.0,42.5,0,0,1,15.7,0,0,44.3,4.6,1,0
220.0,36.4,0,0,1,15.3,0,0,48.0,4.200000000000001,1,0
174.0,21.4,0,0,1,13.3,0,0,47.8,2.200000000000001,1,0
204.0,25.6,0,0,1,13.4,0,0,46.5,2.3000000000000007,1,0
295.0,37.6,0,0,1,13.6,0,0,45.4,2.5,1,0
263.0,33.7,0,0,1,15.6,0,0,51.3,4.5,1,0
132.0,17.5,0,0,1,16.7,0,0,51.0,5.6,1,0
253.0,33.9,0,0,1,16.4,0,0,51.1,5.299999999999999,1,0
285.0,35.7,0,0,1,14.5,0,0,46.1,3.4000000000000004,1,0
261.0,31.7,0,0,1,13.6,1,0,47.8,2.5,1,0
303.0,36.4,0,0,1,12.9,0,0,46.1,1.8000000000000007,1,0
307.0,51.6,0,0,1,12.9,0,0,51.6,1.8000000000000007,1,0
305.0,35.1,0,0,1,12.9,0,0,54.5,1.8000000000000007,1,0
176.0,19.1,0,1,1,12.9,1,0,50.5,1.8000000000000007,1,0
344.0,39.5,0,1,1,12.9,1,0,47.0,1.8000000000000007,1,0
351.0,38.2,0,1,1,12.9,1,0,49.5,1.8000000000000007,1,0
238.0,26.6,0,0,1,12.9,0,0,47.5,1.8000000000000007,1,0
216.0,24.7,0,1,1,12.9,1,0,50.3,1.8000000000000007,1,0
360.0,41.8,0,1,1,12.9,0,0,56.5,1.8000000000000007,1,0
290.0,32.9,0,0,1,12.9,0,0,45.4,1.8000000000000007,1,0
277.0,31.1,0,0,1,12.9,1,0,46.6,1.8000000000000007,1,0
85.0,9.6,0,1,1,12.9,0,0,46.5,1.8000000000000007,1,0
303.0,35.3,0,1,1,13.3,0,0,64.6,2.200000000000001,1,0
233.0,26.4,0,0,1,12.9,0,0,42.6,1.8000000000000007,1,0
312.0,35.8,0,0,1,12.9,0,0,46.8,1.8000000000000007,1,0
387.0,45.3,0,0,1,12.9,0,0,45.9,1.8000000000000007,0,0
313.0,35.6,0,0,1,12.9,0,0,54.5,1.8000000000000007,0,0
220.0,25.3,0,0,1,12.9,0,0,48.8,1.8000000000000007,0,0
295.0,35.6,0,0,1,12.9,0,0,42.6,1.8000000000000007,0,0
390.0,49.4,0,0,1,13.8,0,0,51.4,2.700000000000001,0,0
307.0,38.3,0,0,1,13.9,1,0,46.0,2.8000000000000007,0,0
271.0,31.5,0,0,1,12.9,0,0,46.4,1.8000000000000007,0,0
306.0,38.6,0,1,0,14.0,1,0,49.6,2.9000000000000004,0,0
175.0,22.8,0,0,1,14.6,1,0,38.4,3.5,0,0
130.0,15.6,0,0,1,15.0,1,0,46.1,3.9,0,0
213.0,28.2,0,0,1,15.9,1,0,47.6,4.800000000000001,0,0
285.0,40.5,0,0,1,16.4,1,0,53.8,5.299999999999999,0,0
86.0,11.0,0,0,1,13.3,1,0,48.8,2.200000000000001,0,0
260.0,39.5,0,0,1,14.1,1,0,45.4,3.0,0,0
288.0,37.3,0,0,1,14.8,1,0,52.4,3.700000000000001,0,0
403.0,49.7,0,0,1,13.4,0,0,46.3,2.3000000000000007,1,0
191.0,23.5,0,0,1,12.9,0,0,43.0,1.8000000000000007,1,0
240.0,30.4,0,0,1,13.7,0,0,45.8,2.6,1,0
350.0,26.4,0,0,1,14.4,0,0,52.0,3.3000000000000007,1,0
397.0,47.7,0,0,1,12.9,0,0,50.6,1.8000000000000007,1,0
288.0,38.0,0,0,1,12.9,0,0,48.6,1.8000000000000007,1,0
382.0,50.4,0,0,1,13.2,0,0,50.0,2.1,1,0
340.0,40.4,0,0,1,12.9,0,0,47.9,1.8000000000000007,1,0
